Logical_quotient_rating,i_get_stressed_out_easily,coding_skills_rating,public_speaking_points,i_am_always_prepared,i_follow_a_schedule,i_am_quick_to_understand_things,i_am_full_of_ideas,i_start_conversations,do_you_like_sports,entrepreneurial_mindset,tendency_to_worry,self_learning_capability,Extra_courses_did,Taken_inputs_from_seniors_or_elders,reading_and _writing_skills,memory_capability_score,interested_career_area ,Type_of_company_want_to_settle_in,Interested_Type_of_Books,Non_Technical_or_Technical,hard_smart_worker,worked_in_teams_ever,Introvert,Suggested_Job_Role
7,1,0,4,7,4,9,0,9,yes,no,yes,no,no,yes,medium,excellent,system developer,Service Based,Autobiographies,Non Technical,smart worker,no,no,Business Analyst
5,3,2,7,6,6,9,1,2,no,yes,no,no,no,no,excellent,excellent,testing,BPA,Guide,Technical,hard worker,yes,no,Business Analyst
2,5,7,4,5,8,9,8,5,no,yes,yes,yes,no,no,poor,poor,cloud computing,SAaS services,Autobiographies,Non Technical,hard worker,yes,yes,Business Analyst
8,5,0,1,5,2,0,3,1,yes,yes,yes,yes,yes,no,excellent,excellent,developer,SAaS services,Biographies,Non Technical,smart worker,no,yes,Business Analyst
1,3,6,8,8,3,9,2,9,yes,no,yes,no,yes,yes,excellent,excellent,Business process analyst,Testing and Maintainance Services,Trilogy,Non Technical,hard worker,no,no,Business Analyst
2,1,4,2,4,4,2,9,4,yes,no,no,no,no,no,excellent,poor,Business process analyst,Sales and Marketing,Trilogy,Technical,hard worker,no,no,Business Analyst
2,6,5,6,8,7,9,0,8,yes,no,yes,yes,yes,no,poor,medium,developer,Cloud Services,Guide,Non Technical,hard worker,yes,yes,Business Analyst
1,7,0,9,7,1,0,8,9,yes,no,no,yes,yes,yes,poor,excellent,developer,product development,Art,Non Technical,smart worker,no,yes,Business Analyst
0,9,1,6,4,7,2,2,4,yes,yes,yes,yes,no,no,poor,excellent,system developer,Testing and Maintainance Services,Horror,Non Technical,hard worker,no,yes,Business Analyst
5,7,1,7,5,6,5,9,5,yes,no,yes,no,no,yes,excellent,poor,developer,SAaS services,Romance,Non Technical,hard worker,no,no,Business Analyst
1,8,2,0,8,9,7,6,1,yes,yes,yes,yes,no,no,excellent,medium,cloud computing,product development,Art,Technical,smart worker,yes,yes,Business Analyst
9,7,3,7,4,0,3,2,6,yes,yes,no,yes,yes,yes,poor,medium,security,SAaS services,Satire,Non Technical,smart worker,no,no,Business Analyst
7,7,0,3,6,5,9,8,1,yes,no,no,no,no,yes,medium,poor,developer,Sales and Marketing,Self help,Technical,smart worker,no,no,Business Analyst
9,6,3,5,5,7,0,5,3,yes,no,yes,yes,yes,yes,excellent,excellent,Business process analyst,Cloud Services,Science,Technical,hard worker,yes,yes,Business Analyst
7,3,2,3,5,9,6,9,7,no,yes,no,no,yes,yes,medium,medium,security,Testing and Maintainance Services,History,Technical,smart worker,no,yes,Business Analyst
6,5,4,1,2,5,3,4,7,yes,no,no,yes,no,yes,poor,medium,cloud computing,Web Services,Fantasy,Non Technical,smart worker,yes,yes,Business Analyst
1,5,5,2,2,5,0,8,7,yes,no,no,yes,no,no,medium,poor,developer,Cloud Services,Dictionaries,Technical,hard worker,no,yes,Business Analyst
8,1,0,2,5,9,8,5,5,no,yes,no,yes,no,no,poor,excellent,system developer,Service Based,Satire,Non Technical,smart worker,yes,no,Business Analyst
0,2,6,7,5,2,0,9,8,yes,yes,no,yes,yes,yes,poor,poor,cloud computing,Sales and Marketing,Trilogy,Technical,smart worker,no,yes,Business Analyst
8,5,6,6,3,3,3,2,1,no,no,yes,yes,no,yes,poor,excellent,cloud computing,Sales and Marketing,Dictionaries,Non Technical,smart worker,yes,no,Business Analyst
5,4,0,1,4,5,0,5,7,yes,no,yes,yes,yes,no,excellent,poor,Business process analyst,BPA,Horror,Non Technical,smart worker,no,yes,Business Analyst
2,7,6,8,3,7,6,2,8,yes,yes,no,no,no,yes,excellent,poor,cloud computing,BPA,Satire,Non Technical,hard worker,yes,no,Business Analyst
9,8,6,5,5,4,8,2,0,no,no,yes,yes,yes,yes,poor,medium,security,Web Services,Anthology,Technical,smart worker,yes,no,Business Analyst
5,3,2,3,2,8,3,8,7,no,no,yes,no,yes,yes,poor,excellent,testing,Service Based,Poetry,Technical,hard worker,no,yes,Business Analyst
8,3,3,1,1,0,7,8,9,yes,yes,no,yes,no,yes,medium,excellent,testing,product development,Health,Non Technical,smart worker,yes,no,Business Analyst
1,3,3,6,6,1,0,9,4,yes,yes,yes,no,yes,yes,poor,poor,cloud computing,Product based,Math,Technical,hard worker,no,no,Business Analyst
2,4,8,2,6,2,7,8,7,yes,no,no,yes,yes,yes,medium,medium,testing,Web Services,Journals,Technical,hard worker,no,yes,Business Analyst
4,3,9,9,1,5,7,9,5,no,no,no,no,no,no,medium,excellent,Business process analyst,Web Services,Art,Non Technical,smart worker,yes,no,Business Analyst
0,5,2,0,1,0,8,2,4,no,no,yes,yes,yes,yes,medium,excellent,developer,BPA,Romance,Technical,hard worker,no,yes,Business Analyst
5,7,6,4,0,6,5,3,1,yes,yes,no,no,no,yes,medium,medium,Business process analyst,Service Based,Health,Non Technical,smart worker,no,yes,Business Analyst
7,0,6,6,1,8,2,5,8,no,no,yes,no,no,no,medium,excellent,testing,SAaS services,Biographies,Technical,smart worker,yes,yes,Business Analyst
0,1,2,3,2,1,9,0,4,yes,yes,no,no,no,no,medium,medium,testing,Product based,Action and Adventure,Technical,smart worker,no,yes,Business Analyst
8,2,3,3,8,8,1,9,4,yes,no,no,no,no,yes,excellent,medium,developer,Finance,Series,Technical,smart worker,yes,yes,Business Analyst
2,7,1,7,3,6,0,6,8,no,yes,no,no,no,yes,poor,poor,developer,Testing and Maintainance Services,Horror,Technical,smart worker,yes,yes,Business Analyst
7,3,6,3,5,0,7,3,5,no,no,yes,yes,no,yes,poor,excellent,testing,Cloud Services,Health,Non Technical,hard worker,no,yes,Business Analyst
6,5,6,3,0,0,0,9,8,yes,no,no,no,no,yes,excellent,medium,cloud computing,product development,Guide,Technical,hard worker,yes,yes,Business Analyst
2,5,3,1,1,4,9,0,2,no,yes,yes,no,yes,no,medium,medium,cloud computing,Web Services,Prayer books,Non Technical,smart worker,yes,yes,Business Analyst
7,9,1,8,6,6,9,4,8,no,yes,yes,yes,no,no,poor,excellent,testing,Cloud Services,Religion-Spirituality,Non Technical,hard worker,no,no,Business Analyst
7,2,8,4,1,9,9,4,7,no,yes,no,no,no,no,poor,medium,cloud computing,Sales and Marketing,Art,Non Technical,hard worker,no,no,Business Analyst
8,0,5,8,8,0,9,6,3,yes,no,yes,yes,no,yes,poor,medium,testing,Finance,Self help,Non Technical,smart worker,no,no,Business Analyst
5,0,4,4,7,3,5,8,3,no,yes,no,no,yes,no,poor,poor,cloud computing,Finance,Childrens,Non Technical,smart worker,no,no,Business Analyst
7,2,4,1,0,2,6,9,9,no,yes,yes,no,no,yes,excellent,medium,Business process analyst,Product based,Self help,Technical,smart worker,no,yes,Business Analyst
2,8,2,0,6,9,9,3,5,yes,yes,no,yes,yes,no,poor,medium,cloud computing,Service Based,Biographies,Non Technical,smart worker,yes,yes,Business Analyst
2,3,9,0,0,1,0,7,3,no,no,yes,yes,yes,yes,medium,poor,cloud computing,Product based,Science,Technical,hard worker,no,yes,Business Analyst
6,2,6,8,3,9,9,3,4,yes,no,no,no,no,no,excellent,poor,cloud computing,Web Services,Satire,Technical,smart worker,yes,no,Business Analyst
4,8,9,0,3,3,8,5,1,yes,no,no,yes,no,yes,medium,medium,cloud computing,BPA,Journals,Non Technical,hard worker,no,no,Business Analyst
0,3,8,0,0,4,5,8,0,no,no,yes,no,no,no,excellent,poor,security,Cloud Services,Trilogy,Technical,smart worker,no,no,Business Analyst
8,8,7,2,4,2,0,6,7,no,yes,no,yes,no,no,poor,excellent,security,Finance,Dictionaries,Non Technical,hard worker,no,no,Business Analyst
5,6,2,7,5,3,0,3,1,yes,no,no,no,yes,yes,excellent,medium,developer,BPA,Anthology,Technical,hard worker,no,no,Business Analyst
7,4,5,2,2,6,4,5,0,no,no,yes,no,yes,yes,poor,excellent,security,BPA,Art,Technical,hard worker,yes,no,Business Analyst
5,5,1,7,5,9,8,1,4,yes,yes,yes,no,no,no,excellent,excellent,Business process analyst,Service Based,Series,Technical,hard worker,yes,no,Business Analyst
7,1,9,7,1,0,8,5,7,no,yes,yes,yes,no,yes,poor,excellent,cloud computing,Cloud Services,Childrens,Technical,smart worker,no,yes,Business Analyst
1,9,4,5,9,1,3,2,6,yes,no,yes,yes,no,no,excellent,medium,system developer,Product based,Satire,Non Technical,hard worker,no,no,Business Analyst
8,2,2,8,3,8,3,0,3,no,no,no,no,yes,yes,medium,excellent,developer,Testing and Maintainance Services,Religion-Spirituality,Technical,hard worker,no,yes,Business Analyst
2,5,7,1,3,8,2,2,3,no,yes,yes,no,yes,yes,medium,excellent,cloud computing,Sales and Marketing,Encyclopedias,Technical,smart worker,yes,yes,Business Analyst
0,0,3,5,8,4,8,7,7,no,yes,no,no,yes,no,poor,medium,security,Sales and Marketing,Satire,Technical,hard worker,no,no,Business Analyst
1,7,1,6,6,9,0,8,2,yes,yes,no,no,no,yes,medium,poor,system developer,SAaS services,Encyclopedias,Technical,smart worker,yes,yes,Business Analyst
2,7,0,5,5,4,4,7,1,yes,yes,yes,no,yes,yes,excellent,medium,cloud computing,SAaS services,Autobiographies,Non Technical,smart worker,no,no,Business Analyst
1,1,8,7,4,4,4,6,0,yes,yes,yes,yes,no,yes,poor,poor,system developer,Finance,Childrens,Non Technical,hard worker,no,no,Business Analyst
9,0,1,5,1,5,2,2,5,no,yes,yes,no,yes,no,excellent,excellent,testing,Web Services,Math,Non Technical,smart worker,no,yes,Business Analyst
4,7,7,5,1,8,8,2,4,yes,no,yes,yes,no,no,excellent,medium,testing,Finance,Comics,Non Technical,smart worker,no,no,Business Analyst
1,7,0,9,9,2,6,4,5,no,yes,no,no,no,no,excellent,poor,security,Cloud Services,Poetry,Technical,hard worker,yes,yes,Business Analyst
2,3,9,3,2,2,7,2,4,yes,no,no,yes,no,no,excellent,medium,testing,Product based,Horror,Technical,smart worker,yes,no,Business Analyst
5,1,5,0,7,2,6,7,3,no,yes,yes,yes,no,no,poor,medium,system developer,Product based,Dictionaries,Technical,hard worker,yes,no,Business Analyst
3,7,6,0,6,0,2,4,4,yes,yes,no,yes,yes,no,excellent,medium,security,BPA,Satire,Non Technical,smart worker,no,no,Business Analyst
0,1,8,2,7,0,4,2,0,yes,yes,yes,no,no,no,excellent,poor,system developer,SAaS services,Childrens,Technical,hard worker,yes,no,Business Analyst
2,5,0,6,0,8,8,6,9,yes,yes,no,no,no,no,excellent,poor,security,BPA,Health,Technical,hard worker,yes,no,Business Analyst
8,2,8,9,0,9,8,3,7,no,no,yes,no,yes,no,medium,poor,testing,Product based,Anthology,Technical,hard worker,no,no,Business Analyst
5,6,0,4,5,7,3,5,0,yes,yes,no,yes,no,yes,medium,medium,cloud computing,Finance,Religion-Spirituality,Non Technical,smart worker,no,yes,Business Analyst
2,5,7,1,6,9,1,6,7,yes,no,yes,no,yes,no,excellent,excellent,security,Product based,Math,Technical,hard worker,yes,no,Business Analyst
3,1,2,7,7,9,9,4,5,yes,yes,yes,yes,no,yes,poor,excellent,Business process analyst,Product based,Self help,Non Technical,smart worker,no,no,Business Analyst
2,3,0,0,0,9,4,9,7,no,yes,no,no,yes,yes,medium,medium,security,BPA,Series,Non Technical,smart worker,yes,no,Business Analyst
1,9,1,5,1,0,5,4,9,yes,no,yes,yes,no,yes,excellent,medium,security,Finance,Series,Non Technical,hard worker,no,yes,Business Analyst
4,8,5,2,6,0,3,7,2,yes,no,yes,yes,no,yes,poor,poor,Business process analyst,Sales and Marketing,Art,Non Technical,hard worker,yes,yes,Business Analyst
8,9,5,9,8,8,2,5,7,no,yes,yes,no,no,no,excellent,excellent,cloud computing,Web Services,Action and Adventure,Non Technical,hard worker,no,yes,Business Analyst
4,0,1,6,8,5,1,1,4,no,no,no,yes,yes,no,poor,excellent,Business process analyst,Service Based,Math,Technical,hard worker,yes,yes,Business Analyst
2,3,8,5,6,1,2,3,5,yes,no,no,yes,yes,yes,medium,medium,cloud computing,Product based,Art,Technical,smart worker,no,yes,Business Analyst
3,1,7,7,0,4,7,8,3,yes,no,no,no,yes,no,medium,excellent,system developer,Web Services,Mystery,Technical,hard worker,yes,yes,Business Analyst
0,4,2,5,1,3,4,2,9,no,no,no,no,yes,yes,poor,poor,Business process analyst,Service Based,Prayer books,Technical,smart worker,no,no,Business Analyst
6,6,9,8,7,7,0,2,6,no,no,no,no,yes,no,poor,poor,developer,SAaS services,Horror,Technical,smart worker,yes,yes,Business Analyst
7,5,9,9,8,8,6,4,7,yes,yes,no,no,yes,yes,excellent,medium,system developer,product development,Encyclopedias,Technical,hard worker,yes,no,Business Analyst
8,8,8,1,3,4,6,1,1,yes,yes,no,yes,yes,yes,excellent,medium,Business process analyst,BPA,Science fiction,Technical,hard worker,yes,yes,Business Analyst
9,2,5,2,4,3,4,5,1,no,no,no,yes,no,no,medium,excellent,testing,SAaS services,Action and Adventure,Non Technical,smart worker,yes,yes,Business Analyst
5,2,1,4,2,7,7,4,4,no,no,no,yes,yes,yes,medium,medium,Business process analyst,Cloud Services,Diaries,Non Technical,smart worker,yes,no,Business Analyst
0,1,2,4,3,8,8,6,3,yes,yes,yes,no,no,no,medium,poor,developer,Service Based,Fantasy,Technical,smart worker,no,no,Business Analyst
8,2,3,4,7,6,8,6,1,no,no,yes,yes,yes,no,poor,medium,cloud computing,Product based,Horror,Non Technical,hard worker,no,no,Business Analyst
9,3,5,3,3,5,2,3,7,yes,yes,yes,yes,no,yes,medium,excellent,security,Product based,Guide,Technical,smart worker,no,yes,Business Analyst
0,9,1,6,7,9,9,7,1,no,yes,yes,yes,no,yes,poor,poor,developer,Service Based,Science fiction,Technical,smart worker,yes,no,Business Analyst
7,9,9,8,1,0,9,9,0,no,no,no,no,no,no,poor,poor,developer,Web Services,Action and Adventure,Technical,smart worker,no,no,Business Analyst
5,7,2,0,6,3,3,7,6,no,yes,yes,yes,yes,yes,excellent,poor,security,Service Based,Guide,Non Technical,hard worker,yes,yes,Business Analyst
2,3,1,9,7,2,0,9,3,no,yes,no,no,no,yes,excellent,medium,developer,Service Based,Cookbooks,Technical,hard worker,no,no,Business Analyst
5,3,8,1,4,3,6,4,8,no,yes,no,yes,no,yes,poor,poor,developer,Web Services,Science fiction,Non Technical,hard worker,yes,yes,Business Analyst
1,6,7,9,8,5,8,2,9,yes,no,yes,yes,no,no,excellent,medium,security,SAaS services,Action and Adventure,Technical,smart worker,yes,no,Business Analyst
5,4,6,2,8,3,1,6,3,yes,no,no,yes,yes,yes,excellent,excellent,testing,Finance,Self help,Non Technical,smart worker,no,no,Business Analyst
9,5,0,0,9,8,3,6,5,yes,no,yes,no,yes,yes,poor,medium,security,Service Based,Comics,Technical,smart worker,yes,yes,Business Analyst
4,4,5,6,2,2,9,9,9,no,no,no,no,no,yes,poor,excellent,developer,Cloud Services,Mystery,Non Technical,hard worker,no,no,Business Analyst
0,1,1,9,1,8,0,6,4,no,yes,yes,yes,yes,yes,medium,medium,security,product development,Guide,Technical,smart worker,yes,no,Business Analyst
8,5,1,9,2,7,5,6,1,yes,no,no,no,no,yes,medium,poor,security,Testing and Maintainance Services,Diaries,Non Technical,hard worker,no,no,Business Analyst
3,1,7,3,6,7,3,9,1,yes,no,yes,yes,no,no,poor,medium,testing,Cloud Services,Horror,Technical,smart worker,no,yes,Business Analyst
7,2,3,1,8,0,0,7,4,yes,yes,yes,yes,yes,no,poor,poor,system developer,Service Based,Trilogy,Non Technical,smart worker,yes,yes,Business Analyst
8,5,7,5,3,6,9,0,2,yes,no,yes,no,no,no,excellent,medium,Business process analyst,Service Based,Mystery,Non Technical,hard worker,yes,no,Business Analyst
6,7,0,3,8,6,3,3,2,yes,no,yes,no,no,no,excellent,excellent,security,Sales and Marketing,Guide,Non Technical,smart worker,yes,yes,Business Analyst
2,1,9,0,8,6,5,3,5,yes,yes,yes,no,no,no,medium,medium,testing,Product based,Poetry,Non Technical,smart worker,no,yes,Business Analyst
0,3,6,8,1,6,1,5,6,no,yes,yes,no,yes,yes,medium,excellent,developer,Web Services,Guide,Non Technical,smart worker,yes,no,Business Analyst
8,4,6,4,0,5,3,0,0,yes,no,yes,no,no,yes,medium,poor,developer,SAaS services,Health,Non Technical,smart worker,yes,yes,Business Analyst
8,0,6,8,0,7,1,6,9,yes,no,yes,no,no,yes,poor,poor,system developer,Cloud Services,Health,Technical,hard worker,no,no,Business Analyst
9,7,1,6,4,3,2,2,4,no,no,yes,no,yes,yes,excellent,poor,developer,Service Based,Science fiction,Non Technical,smart worker,yes,yes,Business Analyst
2,9,6,3,7,5,3,3,0,no,yes,no,yes,no,yes,excellent,poor,cloud computing,Sales and Marketing,Action and Adventure,Technical,hard worker,yes,yes,Business Analyst
4,5,3,6,7,7,9,1,8,no,yes,yes,yes,no,yes,medium,poor,system developer,Cloud Services,Diaries,Technical,smart worker,no,yes,Business Analyst
6,1,6,1,4,1,4,1,8,no,no,yes,no,no,no,medium,poor,developer,Web Services,Guide,Non Technical,smart worker,yes,no,Business Analyst
0,4,3,2,7,9,7,1,7,no,yes,yes,yes,yes,no,poor,poor,system developer,SAaS services,Autobiographies,Technical,hard worker,yes,yes,Business Analyst
5,4,3,7,1,6,4,5,8,no,no,yes,no,yes,no,excellent,medium,system developer,Service Based,Science fiction,Non Technical,smart worker,no,no,Business Analyst
9,4,2,3,7,6,1,4,4,no,no,no,no,yes,yes,poor,poor,testing,Service Based,Childrens,Technical,smart worker,no,yes,Business Analyst
2,1,6,2,1,7,5,5,8,no,yes,no,yes,no,yes,excellent,excellent,cloud computing,Web Services,Horror,Non Technical,hard worker,yes,no,Business Analyst
3,2,7,2,3,1,5,1,9,yes,no,yes,yes,no,yes,excellent,medium,developer,Cloud Services,Fantasy,Non Technical,smart worker,yes,yes,Business Analyst
3,7,2,9,0,0,3,0,5,yes,no,yes,yes,yes,yes,excellent,medium,Business process analyst,Testing and Maintainance Services,Self help,Technical,hard worker,no,no,Business Analyst
4,3,1,1,9,1,5,7,1,no,yes,no,no,yes,no,poor,medium,Business process analyst,Finance,Art,Technical,smart worker,no,no,Business Analyst
4,1,7,8,8,4,7,8,1,no,no,no,yes,yes,yes,medium,poor,system developer,BPA,Health,Technical,smart worker,no,yes,Business Analyst
4,9,6,3,2,2,6,6,6,no,yes,yes,yes,yes,no,poor,poor,developer,Product based,Drama,Non Technical,smart worker,yes,no,Business Analyst
1,1,7,4,2,2,3,6,6,yes,no,yes,yes,yes,no,medium,excellent,cloud computing,Sales and Marketing,Poetry,Non Technical,smart worker,no,yes,Business Analyst
8,7,8,5,2,8,7,1,7,yes,yes,no,no,yes,no,poor,medium,developer,Finance,Romance,Non Technical,hard worker,no,yes,Business Analyst
0,2,6,2,7,7,0,5,0,yes,yes,no,no,yes,no,excellent,medium,system developer,Service Based,Prayer books,Non Technical,smart worker,no,yes,Business Analyst
7,5,1,8,5,2,2,9,2,no,no,yes,no,no,no,medium,medium,cloud computing,Finance,Poetry,Technical,smart worker,no,yes,Business Analyst
6,3,4,5,3,6,9,9,7,yes,yes,yes,yes,yes,no,poor,medium,cloud computing,Product based,Science,Technical,smart worker,yes,no,Business Analyst
1,0,7,0,1,3,8,0,2,no,no,yes,no,no,yes,poor,medium,cloud computing,Cloud Services,Journals,Non Technical,smart worker,yes,no,Business Analyst
8,6,5,2,4,7,1,6,9,yes,yes,yes,no,no,yes,poor,poor,security,Testing and Maintainance Services,Biographies,Non Technical,smart worker,yes,no,Business Analyst
0,5,4,7,6,4,6,3,7,yes,yes,yes,no,no,yes,poor,medium,testing,product development,Satire,Non Technical,smart worker,no,yes,Business Analyst
9,9,0,9,2,5,9,4,6,no,no,yes,no,no,yes,excellent,medium,testing,Sales and Marketing,Fantasy,Technical,hard worker,no,no,Business Analyst
4,0,4,2,1,5,2,8,4,no,yes,no,no,yes,yes,poor,medium,Business process analyst,BPA,Art,Non Technical,smart worker,no,no,Business Analyst
7,6,9,8,2,5,4,9,2,no,yes,no,no,yes,no,excellent,excellent,security,Cloud Services,Horror,Technical,hard worker,yes,yes,Business Analyst
2,9,8,3,3,9,0,5,3,no,no,yes,yes,no,yes,excellent,poor,Business process analyst,SAaS services,Guide,Non Technical,smart worker,yes,yes,Business Analyst
7,1,2,3,5,1,4,8,2,yes,no,no,no,yes,yes,excellent,excellent,cloud computing,Web Services,Health,Non Technical,smart worker,yes,no,Business Analyst
9,5,3,5,4,1,6,1,6,yes,no,no,no,yes,yes,poor,poor,testing,Service Based,Science fiction,Non Technical,hard worker,no,no,Business Analyst
8,8,9,4,4,0,5,3,4,yes,no,no,yes,no,no,excellent,medium,system developer,Service Based,Health,Non Technical,hard worker,no,yes,Business Analyst
1,2,1,3,2,9,7,5,3,yes,no,yes,no,no,no,medium,excellent,Business process analyst,Testing and Maintainance Services,Childrens,Technical,hard worker,yes,no,Business Analyst
8,0,0,6,6,1,7,4,0,no,no,no,no,yes,no,poor,medium,system developer,product development,Drama,Non Technical,smart worker,no,yes,Business Analyst
7,8,3,6,3,2,5,1,0,yes,no,yes,yes,no,no,medium,poor,testing,Product based,Self help,Non Technical,smart worker,no,yes,Business Analyst
5,8,2,0,7,3,7,1,2,yes,no,no,no,yes,yes,excellent,poor,testing,product development,Biographies,Technical,smart worker,yes,yes,Business Analyst
7,7,5,1,3,2,6,2,0,no,no,no,no,no,no,poor,excellent,testing,Web Services,Cookbooks,Non Technical,hard worker,no,yes,Business Analyst
8,6,6,6,5,4,0,8,1,no,yes,no,no,no,yes,poor,excellent,testing,SAaS services,Art,Technical,smart worker,yes,yes,Business Analyst
6,2,1,1,1,5,6,5,2,no,yes,yes,yes,no,yes,poor,poor,testing,BPA,Drama,Non Technical,smart worker,no,no,Business Analyst
