University,Course_Name,CAO Score,Budget,City,Interest,Job domain
Technological University of the Shannon,"Digital Marketing
Bachelor of Business (Honours)(US844)",297,2120,Athlone,Automation,Law
Technological University of the Shannon,"Digital Marketing
Bachelor of Business(US724)",235,5000,Athlone,Cricket,IT
Technological University of the Shannon,"Civil Engineering
Bachelor of Engineering (Honours)(AL811)",256,4500,Athlone,Football,HR
Technological University of the Shannon,"Business
Higher Certificate in Business(US611)",272,3500,Athlone,Singing,Management
Technological University of the Shannon,"Business
Higher Diploma",233,6500,Athlone,Chess,Support
Technological University of the Shannon,"Early Years Care and Education
Bachelor of Arts (Honours)(AL864)",306,7500,Athlone,Athletics ,Finance 
Technological University of the Shannon,"Applied Psychology
Bachelor of Science (Honours)(AL870)",484,4210,Athlone,Automation,Law
Technological University of the Shannon,"BA (Hons) in Accounting with Finance
Bachelor of Arts (Honours)(US846)",310,3689,Athlone,Cricket,IT
Technological University of the Shannon,"BA (Hons) in Accounting with Finance and placement
Bachelor of Arts (Honours)(US847)",310,3489,Athlone,Football,HR
Technological University of the Shannon,"Hospitality Management (International Placement)
Bachelor of Arts (Honours)(AL855)",309,2240,Athlone,Singing,Management
Technological University of the Shannon,"Graphic & Digital Design
Bachelor of Arts (Honours)(AL863)",547,2120,Athlone,Chess,Support
Technological University of the Shannon,"Animation and Illustration
Bachelor of Arts (Honours)(AL861)",575,5000,Athlone,Athletics ,Finance 
Technological University of the Shannon,"Social Care Practice
Bachelor of Arts (Honours)(AL860)",301,4500,Athlone,Automation,Law
Technological University of the Shannon,"Applied Social Studies in Social Care
Bachelor of Arts(AL765)",300,3500,Athlone,Cricket,IT
Technological University of the Shannon,"Early Years Care and Education
Bachelor of Arts(AL764)",260,6500,Athlone,Football,HR
Technological University of the Shannon,"Graphic Design
Bachelor of Arts(AL763)",642,7500,Athlone,Singing,Management
Technological University of the Shannon,"B.B. Hons Sport Management (with international placement)
Bachelor of Business (Honours)(AL854)",300,6000,Athlone,Chess,Support
Technological University of the Shannon,"Bachelor of Engineering (Honours) in Mechanical & Polymer Engineering
Bachelor of Engineering(AL820)",327,7000,Athlone,Athletics ,Finance 
Technological University of the Shannon,"Automation & Robotics
Bachelor of Engineering(AL712)",247,8000,Athlone,Automation,Law
Technological University of the Shannon,"Civil Engineering
Bachelor of Engineering(US761)",242,9000,Athlone,Cricket,IT
Technological University of the Shannon,"Computer Engineering
Bachelor of Engineering(AL704)",210,10000,Athlone,Football,HR
Technological University of the Shannon,"Mechanical Engineering
Bachelor of Engineering(AL710)",243,6000,Athlone,Singing,Management
Technological University of the Shannon,"Bachelor of Engineering in Computer Engineering for Robotics
Bachelor of Engineering (US716)",325,7000,Athlone,Chess,Support
Technological University of the Shannon,"BSc(Hons) in Bioveterinary Science
Bachelor of Science (Honours)(AL842)",338,4210,Athlone,Athletics ,Finance 
Technological University of the Shannon,"Microbiology
Bachelor of Science (Honours)(AL839)",325,3689,Athlone,Automation,Law
Technological University of the Shannon,"Software Design with Virtual Reality and Gaming
Bachelor of Science (Honours)(AL801)",300,3489,Athlone,Cricket,IT
Munster Technological University,MT 750 BSc (Agriculture),425,8000,Cork,Cricket,IT
Munster Technological University,MT 774 BSc (Chemistry),550,5000,Cork,Football,HR
Munster Technological University,CR_SBIBI_7 BSc (Biological Sciences),535,6500,Cork,Singing,Management
Munster Technological University,MT 705 BSc (Information Technology),475,6500,Cork,Chess,Support
Munster Technological University,MT 747 Automotive Technology and Management (BSc) (Level 7),450,6750,Cork,Athletics ,Finance 
Munster Technological University,MT 766 Nautical Science (BSc) (Level 7),500,2500,Cork,Automation,Law
Munster Technological University,MT 770 Physical Sciences (Common Entry) Level 7 CR300,525,2800,Cork,Cricket,IT
Munster Technological University,MT 760 Interior Architecture (BSc) (Level 7),500,2900,Cork,Football,HR
Munster Technological University,CR_SFSTE_7 Food and Health Science (BSc Degree),350,4210,Cork,Singing,Management
Munster Technological University,MT 739 Biomedical Engineering (BEng) (Level 7),555,3689,Cork,Chess,Support
Munster Technological University,MT 765 Marine Electrotechnology (BEng),540,3489,Cork,Athletics ,Finance 
Munster Technological University,3D CAD & Solid Modelling - Cork Campus (CR_ECADM_6),327,3689,Cork,Cricket,Law
Munster Technological University,Accountants - Institute of Certified Public Accountants in Ireland - Cork Campus (CR_BCPAC_8),243,5000,Cork,Athletics ,Management
Munster Technological University,Accounting & Business - ACCA - Cork Campus (CR_BACCB_6),300,7500,Cork,Chess,IT
Griffith College Cork,Accounting & Finance (GC201),308,6000,Cork,Athletics ,IT
Munster Technological University,Accounting - Applied Accounting - Cork Campus (CR_BAACC_9),307,7000,Cork,Cricket,HR
Munster Technological University,Accounting - Cork Campus (CR_BACCE_8),309,8000,Cork,Football,Management
Munster Technological University,Accounting - Cork Campus (MT942),302,3689,Cork,Singing,Support
Munster Technological University,Agri-Biosciences - Cork Campus (MT879),325,6000,Cork,Chess,Support
Munster Technological University,Agriculture - Clonakilty / Cork Campus (MT750),310,8000,Cork,Cricket,Law
Munster Technological University,Analytical & Pharmaceutical Chemistry - Cork Campus (MT774),642,4500,Cork,Singing,Law
Munster Technological University,Analytical Chemistry with Quality Assurance - Cork Campus (MT874),300,3500,Cork,Chess,IT
NUI Galway ,Bachelor of Agricultural Science (GY322),451,2120,Galway ,Cricket,IT
NUI Galway ,Bachelor of Biomedical Engineering (GY408),566,2240,Galway ,Football,HR
NUI Galway ,Bachelor of Biomedical Science (GY303),589,2120,Galway ,Singing,Management
NUI Galway ,Bachelor of Biopharmaceutical Chemistry (GY318),554,5000,Galway ,Chess,Support
NUI Galway ,Bachelor of Biotechnology (GY304),485,4500,Galway ,Athletics ,Finance 
NUI Galway ,Bachelor of Civil Engineering (GY402),500,3500,Galway ,Cricket,Law
NUI Galway ,Bachelor of Computer Science and Information Technology (GY350),510,6500,Galway ,Football,IT
NUI Galway ,Bachelor of Earth and Ocean Sciences (GY350),403,7500,Galway ,Singing,IT
NUI Galway ,Bachelor of Electrical and Electronic Engineering (GY414),509,6000,Galway ,Chess,HR
NUI Galway ,Bachelor of Electronic and Computer Engineering (GY406),500,7000,Galway ,Athletics ,Management
NUI Galway ,Bachelor of Energy Systems Engineering (GY413),509,8000,Galway ,Cricket,Support
NUI Galway ,Bachelor of Engineering (Undenominated) (GY401),531,8000,Galway ,Football,Finance 
NUI Galway ,Bachelor of Environmental Health and Safety (GY313),402,3689,Galway ,Singing,Law
NUI Galway ,Bachelor of Environmental Science (GY308),512,3489,Galway ,Chess,IT
NUI Galway ,Bachelor of Financial Mathematics and Economics (GY309),510,2240,Galway ,Athletics ,HR
NUI Galway ,Bachelor of Genetics and Genomics (GY321),543,2120,Galway ,Cricket,Management
NUI Galway ,Bachelor of Marine Science (GY310),460,5000,Galway ,Football,Support
NUI Galway ,Bachelor of Mathematical Science (GY319),510,4500,Galway ,Cricket,Finance 
NUI Galway ,Bachelor of Mechanical Engineering (GY405),566,3500,Galway ,Football,Law
NUI Galway ,"Bachelor of Physics - degree options in Applied, Astrophysics, Biomedical, Climate, Theoretical (GY320)",410,3689,Galway ,Singing,IT
NUI Galway ,Bachelor of Project and Construction Management (GY410),520,3489,Galway ,Chess,IT
NUI Galway ,Bachelor of Science (Bachelor) (GY301),462,2240,Galway ,Athletics ,HR
Mayo Sligo Leitrim ETB,Adult Basic Education (48532),378,2240,Mayo,Cricket,IT
Mayo Teagasc Training Centre - Ballinrobe,Adult Green Cert - Part-time (5M20454 6S20487),256,2120,Mayo,Football,HR
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Agriculture (5M20454),215,5000,Mayo,Singing,Management
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Agriculture - Advanced - Green Cert (6M20486),357,4500,Mayo,Chess,Support
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB,Agriculture - Green Cert (5M20454 6S20487),450,3500,Mayo,Athletics ,Finance 
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Animal Care (5M2768),520,3689,Mayo,Cricket,Law
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB,Animal Grooming (5N0752),462,3489,Mayo,Football,IT
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Animal Science - Advanced (6M5153),300,2240,Mayo,Cricket,HR
Mayo College of FE & Training - Ballina Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Animation (5M5048),325,2120,Mayo,Football,Management
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Art (6M4029),378,2240,Mayo,Singing,Support
St. Louis Community School,Art (114358),256,2120,Mayo,Chess,Finance 
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB,Art - Life Drawing (98497),111,4500,Mayo,Cricket,IT
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB,Astronomy (101421),185,3500,Mayo,Football,HR
National Learning Network Mayo - Castlebar,Autism Support Programme - The Hub (110699),165,6500,Mayo,Cricket,Management
Mayo Sligo Leitrim ETB,Back to Education Initiative BTEI (108635),245,7500,Mayo,Football,Support
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Beauty Therapy (6M3479),298,2240,Mayo,Chess,Law
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Beauty Therapy (5M3471),460,2120,Mayo,Athletics ,IT
